person_id,year,status,avg_absences
105101,2014,Active,8.9914885
34239,2014,Active,8.9910212
128718,2014,Active,8.9909277
31756,2014,Active,8.9906893
26916,2014,,8.9904947
78365,2014,,8.9900923
29818,2014,Active,8.9900646
74285,2014,Active,8.9899244
53303,2014,Active,8.9891872
123632,2014,Active,8.9887686
102524,2014,Active,8.9887018
33406,2014,,8.9886875
99786,2014,Active,8.9881859
125256,2014,Active,8.988163
103697,2014,Active,8.9879932
26532,2014,,8.9879084
61374,2014,Active,8.9878159
41766,2014,Active,8.9877329
65860,2014,Active,8.9873304
54273,2014,Active,8.9872417
101975,2014,Active,8.9869528
130182,2014,,8.9868431
61265,2014,Active,8.9868107
62586,2014,Active,8.9866247
97151,2014,Active,8.9864035
118395,2014,,8.9863882
69415,2014,Active,8.9861822
78241,2014,Active,8.9861479
48878,2014,Active,8.9860115
53678,2014,Active,8.9859114
50483,2014,Active,8.9857969
98464,2014,Active,8.9856586
71198,2014,Active,8.9851789
60166,2014,Active,8.9842768
95575,2014,,8.9837904
73135,2014,Active,8.983305
35765,2014,,8.9832878
129957,2014,Active,8.9830704
62408,2014,Active,8.9829903
101549,2014,Active,8.9825058
41908,2014,Active,8.9822598
123578,2014,Active,8.9822016
103192,2014,Active,8.9820242
74782,2014,Active,8.9819946
98655,2014,,8.9818182
62557,2014,Active,8.9815598
62022,2014,Active,8.9812889
46344,2014,Active,8.9812393
16806,2014,Active,8.9810562
38496,2014,Active,8.9808474
102390,2014,,8.9806795
116719,2014,Active,8.9805555
44804,2014,,8.9804153
92082,2014,Active,8.9798937
112134,2014,Active,8.9791317
66243,2014,Active,8.9789162
108411,2014,Active,8.9787455
33440,2014,Active,8.9786205
16439,2014,,8.9786177
80652,2014,Active,8.9785147
101387,2014,Active,8.9782801
116516,2014,,8.9782362
116378,2014,Active,8.9778271
31638,2014,Inactive,8.9778042
106738,2014,Active,8.9776564
37740,2014,Active,8.9776115
98259,2014,Active,8.9776049
107235,2014,Inactive,8.9774227
91566,2014,,8.9772482
91943,2014,Active,8.9770746
39031,2014,,8.976881
116012,2014,Active,8.9767027
122097,2014,Active,8.976593
98615,2014,Active,8.9765387
80646,2014,Active,8.9763746
36517,2014,Active,8.9763479
111305,2014,Active,8.9747906
99766,2014,Active,8.9745083
35577,2014,Active,8.9743471
42442,2014,Active,8.9740801
61358,2014,Active,8.9738321
124662,2014,Active,8.9737759
66670,2014,,8.9730377
402,2014,Active,8.97299
29330,2014,Active,8.9726686
107659,2014,Active,8.9725981
125541,2014,Active,8.9724236
93196,2014,Active,8.9722013
91909,2014,Active,8.9720812
129965,2014,Active,8.9720573
130161,2014,,8.9720287
113917,2014,Active,8.9719143
118135,2014,Active,8.9718294
78053,2014,Active,8.9709482
130240,2014,,8.9700136
59339,2014,,8.9698839
48574,2014,,8.9694605
124292,2014,Active,8.9694376
54435,2014,Active,8.9688301
117997,2014,Active,8.9687748
56426,2014,Active,8.9687386
32485,2014,Active,8.9686947
94159,2014,Active,8.9686546
33175,2014,Active,8.9684134
81662,2014,Active,8.9679766
112667,2014,Inactive,8.9677525
109044,2014,Active,8.9672871
46444,2014,Active,8.9670115
81821,2014,Active,8.966979
74260,2014,Active,8.9666643
99440,2014,Active,8.9665003
118005,2014,Active,8.9664116
60662,2014,,8.9663782
50784,2014,Active,8.9660559
63236,2014,Active,8.965848
36912,2014,Active,8.965765
79417,2014,Active,8.9657164
88797,2014,Active,8.9653902
77375,2014,Active,8.9653158
117414,2014,,8.9646511
97330,2014,,8.9645567
102916,2014,Active,8.9645195
54616,2014,Active,8.9642391
96510,2014,Active,8.964119
36614,2014,Active,8.9640408
113976,2014,Active,8.9637785
75003,2014,Active,8.9637384
34539,2014,Active,8.9636202
106703,2014,Active,8.963542
64747,2014,Active,8.9633713
55776,2014,Inactive,8.9630451
124368,2014,Active,8.9628963
37229,2014,Active,8.9627056
38108,2014,Active,8.9627008
128811,2014,,8.9623003
44920,2014,Active,8.9622679
121545,2014,Active,8.9621115
35905,2014,,8.9620113
42106,2014,Active,8.9616995
98153,2014,Active,8.9605103
112142,2014,,8.9598045
129967,2014,,8.9596386
103680,2014,Active,8.9595385
122735,2014,,8.9595156
105228,2014,Active,8.9594698
55511,2014,Active,8.9590616
39365,2014,Active,8.9589291
88276,2014,Active,8.9588509
115863,2014,,8.958765
86295,2014,Active,8.9587317
124234,2014,Active,8.9587221
119855,2014,Active,8.9586658
118133,2014,,8.9585934
108321,2014,Active,8.9584665
100372,2014,Active,8.9583778
1018,2014,,8.958209
105521,2014,Active,8.9581699
62117,2014,Active,8.9581223
30757,2014,Active,8.9579945
114412,2014,Active,8.9577465
33094,2014,,8.9576149
84163,2014,Active,8.9575796
118301,2014,Active,8.9573507
122706,2014,Active,8.9571714
8,2014,Active,8.9571171
122624,2014,Active,8.9569721
59806,2014,Active,8.9568081
111345,2014,Active,8.9566793
12332,2014,,8.9563913
102737,2014,Active,8.9563169
101752,2014,,8.9556599
95743,2014,Active,8.9556313
29472,2014,,8.9554873
49429,2014,Active,8.9548054
29817,2014,Active,8.954608
118918,2014,,8.9541464
117241,2014,Active,8.9540596
28241,2014,,8.9538069
46315,2014,Active,8.9537964
38916,2014,Active,8.9537382
104750,2014,Active,8.9535875
46383,2014,,8.9530478
86875,2014,,8.9529181
59554,2014,Active,8.9528837
125750,2014,,8.9528303
111704,2014,Active,8.952714
71894,2014,Active,8.9524012
48098,2014,Active,8.9520187
25497,2014,Active,8.9514503
50203,2014,Active,8.9511919
29478,2014,,8.9510679
83518,2014,Active,8.9509726
130305,2014,,8.9509087
89975,2014,Active,8.9507885
78344,2014,Active,8.950758
43736,2014,Active,8.9507227
116480,2014,Active,8.9505491
17538,2014,,8.9498529
123603,2014,Active,8.9498005
55499,2014,Active,8.9491768
44952,2014,Active,8.9490662
98801,2014,Inactive,8.948988
118022,2014,Active,8.9486132
59953,2014,Active,8.9485207
50730,2014,Active,8.9482317
113205,2014,,8.9477224
130041,2014,Active,8.9474487
92084,2014,,8.9473944
68901,2014,Active,8.947216
107307,2014,Active,8.9470654
51094,2014,,8.946887
29322,2014,Active,8.9467487
125190,2014,Active,8.9467096
121404,2014,Active,8.9462023
66656,2014,Active,8.9457712
95138,2014,Active,8.9451847
112848,2014,Active,8.9449596
122476,2014,Active,8.9444494
66141,2014,Active,8.9442406
47339,2014,Active,8.9439058
75478,2014,Active,8.9437437
62183,2014,Active,8.9434805
129395,2014,Active,8.9434805
130290,2014,,8.9432669
106147,2014,,8.9432526
53881,2014,,8.9429789
39198,2014,Active,8.9425859
106634,2014,Active,8.9416504
108781,2014,Active,8.9416256
62214,2014,Active,8.941555
48284,2014,Active,8.9415064
119292,2014,Active,8.9412374
83954,2014,Active,8.9409075
95509,2014,Active,8.9407701
112723,2014,Active,8.9407225
67439,2014,Active,8.9405022
54624,2014,Active,8.9402018
106114,2014,Active,8.940197
126094,2014,,8.939867
35808,2014,Active,8.9398518
27895,2014,Active,8.9398022
84720,2014,Active,8.9393578
73264,2014,Active,8.9392395
130221,2014,,8.9391441
36057,2014,Active,8.9389801
37815,2014,Active,8.938942
88364,2014,Active,8.9389019
91460,2014,Active,8.9387884
56653,2014,,8.9387436
29604,2014,Active,8.9387379
66150,2014,Active,8.9387064
17428,2014,,8.9384222
34928,2014,,8.9381847
61678,2014,Active,8.9379416
128941,2014,,8.937911
113081,2014,Active,8.9379005
27922,2014,,8.9378691
111716,2014,Active,8.9374504
28521,2014,Active,8.9373255
65554,2014,Active,8.937089
25272,2014,,8.9368048
43574,2014,Active,8.9363432
54770,2014,Inactive,8.9359484
47122,2014,Active,8.9355154
111831,2014,,8.9352217
65873,2014,,8.9346762
73077,2014,Active,8.9344006
112995,2014,Active,8.9343204
134842,2014,Active,8.9341688
816,2014,,8.9338169
52541,2014,Active,8.9335909
8774,2014,Active,8.9335499
41903,2014,Active,8.9332962
63902,2014,Active,8.9331789
48539,2014,Active,8.9326992
119579,2014,Active,8.9326382
130251,2014,Active,8.9325876
52235,2014,Active,8.9322643
67383,2014,Active,8.9322357
115994,2014,Active,8.9322147
118134,2014,Active,8.9320164
46081,2014,Active,8.9316263
116691,2014,Active,8.9314461
122754,2014,Active,8.9310913
108492,2014,Active,8.9306841
107425,2014,Active,8.9302454
47002,2014,Active,8.9300795
34664,2014,Active,8.9296875
111672,2014,Active,8.9294825
96327,2014,Active,8.9294767
105261,2014,Active,8.9292612
35729,2014,,8.9285107
41790,2014,Active,8.9280634
124672,2014,Active,8.9279461
69354,2014,,8.9278088
72129,2014,Active,8.927803
102112,2014,Active,8.9275274
75283,2014,Active,8.9274969
61322,2014,Active,8.9272575
12772,2014,,8.9270782
73537,2014,Active,8.9270144
34825,2014,Active,8.9267664
48090,2014,Active,8.9260817
103462,2014,Active,8.9254408
56272,2014,Active,8.9253378
120332,2014,Active,8.9252644
45845,2014,Active,8.9252281
26156,2014,Active,8.9246635
74528,2014,Active,8.9246387
102954,2014,Active,8.9244337
49642,2014,Active,8.9237633
31253,2014,Active,8.9237089
67572,2014,Active,8.9233866
56203,2014,Active,8.923069
35681,2014,Active,8.9226923
108904,2014,Active,8.9226904
51669,2014,,8.922389
121163,2014,Active,8.9221754
46314,2014,,8.9220448
122898,2014,Active,8.9219837
128693,2014,Active,8.9219141
116287,2014,Active,8.9218607
55103,2014,Active,8.9216137
58798,2014,Active,8.9213104
61377,2014,Active,8.9209452
118385,2014,Active,8.9208727
66193,2014,Active,8.9206161
110844,2014,Active,8.9202929
64004,2014,,8.9201393
71242,2014,,8.9201107
102038,2014,Active,8.9198837
111353,2014,Active,8.9198303
130274,2014,,8.9197416
112617,2014,Active,8.9196186
99810,2013,Active,8.9195032
68515,2013,Active,8.9192734
43833,2014,Active,8.9192448
96051,2014,Active,8.9189653
106147,2013,,8.9189224
115693,2013,,8.9187508
98801,2013,Inactive,8.9187489
72162,2014,Active,8.9187441
15505,2013,Active,8.9185839
40287,2014,Active,8.9183416
77767,2013,Active,8.9183245
113559,2013,Active,8.9183016
118674,2013,Active,8.9182396
23411,2014,,8.9181433
67770,2014,,8.9175549
52492,2014,Active,8.9175291
114632,2013,Active,8.917366
117325,2014,Active,8.9172688
44458,2014,Active,8.9171991
86911,2014,Active,8.9171448
121431,2014,Active,8.9171209
52140,2013,Active,8.9169941
94858,2014,Active,8.916935
54233,2013,,8.9168911
59062,2013,Active,8.9168653
96268,2014,Active,8.9167843
34419,2014,Active,8.9167671
12953,2014,,8.9164171
98727,2013,Active,8.9162903
46114,2013,Active,8.9162588
125395,2014,Active,8.9159365
72427,2013,Active,8.9159346
52061,2014,Active,8.9158812
62325,2014,Inactive,8.9157124
25810,2014,Active,8.9156628
75478,2013,,8.9155741
88089,2013,Active,8.9154415
121328,2013,Active,8.915391
77375,2013,Active,8.9151077
65867,2014,Active,8.9149675
20760,2014,Active,8.9147005
130083,2014,,8.914669
40006,2013,Active,8.9145908
64992,2013,Active,8.9145241
76092,2014,,8.914403
44973,2014,Active,8.9144001
116420,2013,Active,8.9142609
103218,2014,,8.9141188
96042,2013,Active,8.9140787
98400,2014,Active,8.9138288
124550,2014,,8.9138069
95275,2014,,8.9138021
62835,2014,Active,8.9133682
121160,2014,Active,8.9131765
113542,2013,Active,8.9131746
76413,2014,Active,8.9131689
50561,2013,Active,8.9128609
116521,2014,Active,8.9128494
69193,2014,Active,8.9127254
57692,2013,Active,8.9127064
116324,2013,Active,8.912653
34843,2013,Active,8.9126301
26916,2013,Inactive,8.912611
96451,2014,Active,8.9125814
97515,2014,Active,8.9124956
129978,2013,Active,8.9122553
47246,2013,Active,8.9120941
37642,2013,Active,8.9119949
109563,2014,Active,8.9119711
108316,2014,,8.9119282
73509,2013,Active,8.9118814
14363,2014,,8.9117641
23288,2014,,8.9116755
42301,2013,,8.9116411
69518,2014,Active,8.9115982
101241,2014,Active,8.9113884
81662,2013,Active,8.9112988
48189,2013,Active,8.9112902
91267,2014,Active,8.9112673
18044,2013,Active,8.9111509
79922,2014,Active,8.9109221
106286,2013,Active,8.9109211
58713,2013,Active,8.9107523
36493,2014,Active,8.9107065
83442,2014,Active,8.9106874
20864,2014,Active,8.9104834
106210,2014,Active,8.9104567
48574,2013,,8.9103956
30669,2013,Active,8.9103899
61551,2013,Active,8.9103441
53885,2014,Active,8.9103279
40113,2013,Active,8.9099503
125052,2014,Active,8.9098587
30757,2013,Active,8.9097652
97153,2013,Active,8.9097195
25373,2014,Active,8.9096346
46989,2014,Active,8.9095039
101749,2013,Active,8.9093008
116805,2014,,8.9090376
118698,2013,Active,8.9089708
98668,2014,,8.9087276
118698,2014,Active,8.9086685
59095,2014,Active,8.9085951
83576,2014,Active,8.9084272
108321,2013,Active,8.9083881
64449,2013,Active,8.9082155
81495,2014,Active,8.9082012
89755,2014,,8.9080038
121510,2013,Active,8.9079199
44037,2014,,8.9078932
62176,2013,Active,8.9078569
44784,2014,,8.9075212
81642,2014,Active,8.9074364
98955,2014,Active,8.9073296
71775,2013,,8.9072733
74261,2013,Active,8.9071808
107206,2014,Active,8.9071369
74807,2014,Active,8.907053
123336,2014,,8.9067774
115281,2013,Active,8.9064646
38080,2014,Active,8.9064541
38952,2014,Active,8.9064531
47486,2014,Active,8.906311
88904,2013,,8.9063005
116256,2014,Active,8.9062195
58080,2014,Active,8.9060583
124289,2013,,8.9060469
51841,2013,Active,8.9059658
52076,2014,Active,8.9059114
113001,2014,Active,8.9059029
110341,2013,,8.9058628
68066,2013,Active,8.9056206
34059,2014,Active,8.9052353
112102,2014,Active,8.9050312
118452,2014,Active,8.904686
122828,2014,Active,8.9045162
81376,2013,Active,8.9043016
124011,2013,,8.9042072
76404,2014,Active,8.9041586
78787,2013,Active,8.9039993
67649,2014,Active,8.9039516
41937,2014,Active,8.9037933
36291,2014,Active,8.9037638
97528,2014,Inactive,8.9037294
57057,2013,Active,8.9036255
99261,2014,Active,8.903574
46687,2014,Active,8.9029121
30744,2014,Active,8.9028788
119632,2014,Active,8.9027643
103218,2013,,8.9026661
68842,2014,,8.9024963
63274,2013,Active,8.9024601
43199,2013,,8.9024401
44814,2014,Active,8.9024267
52842,2014,Active,8.9022989
40833,2014,Active,8.9021368
124127,2014,Active,8.9019699
36622,2014,Active,8.9019566
95285,2013,Inactive,8.9019136
102771,2014,Active,8.901844
115462,2014,,8.9017773
27279,2014,Active,8.901722
51956,2014,Active,8.9016199
47482,2014,Active,8.9015427
109042,2014,Active,8.901248
53676,2013,Active,8.9012289
345,2014,Active,8.9011421
114400,2013,Active,8.9009809
58776,2013,,8.9007788
43681,2014,Active,8.9007721
38815,2013,Active,8.9006395
118649,2014,Active,8.9005928
39926,2013,Active,8.9004726
25497,2013,Active,8.9004459
47372,2013,Active,8.9004354
71452,2014,Active,8.9003897
118906,2013,Active,8.9002533
48709,2014,Active,8.900176
116255,2013,Active,8.9000311
48501,2014,,8.8999767
14273,2014,,8.8999758
47804,2014,Active,8.8999605
42835,2013,Active,8.8998213
101176,2013,Active,8.8997917
108150,2013,Active,8.8996468
115792,2013,,8.8995991
112354,2014,Active,8.8995953
115803,2013,Active,8.8992662
77874,2014,Active,8.8992376
44925,2014,Active,8.8987055
6120,2014,,8.8986664
121482,2012,,8.8986311
71184,2012,Active,8.8984528
30945,2012,Active,8.8984509
21470,2014,,8.8982897
67583,2012,,8.8982506
121774,2014,Active,8.8979368
73421,2013,Active,8.897788
99289,2014,,8.8977394
102832,2014,Active,8.897706
92840,2013,Active,8.8975773
88475,2014,Active,8.8974648
115151,2013,Active,8.8972101
51398,2013,Active,8.8971844
53358,2014,Active,8.8971577
57227,2012,Active,8.8967991
62176,2012,Active,8.8965654
56192,2014,Active,8.8962603
115280,2013,Active,8.8960657
62026,2013,Active,8.8959465
68813,2014,Active,8.8959398
63853,2013,,8.8956795
65580,2014,Inactive,8.8956232
30822,2014,Active,8.8954878
59317,2014,Active,8.8953609
120489,2014,,8.8949947
49199,2013,Active,8.8949871
38322,2013,Active,8.8949652
30242,2013,,8.8949118
42507,2014,,8.8948317
85023,2014,,8.8948202
43547,2014,,8.8947477
121135,2013,Active,8.8946781
60795,2013,Active,8.8946657
42168,2012,Active,8.8946295
46951,2014,Active,8.8942852
42405,2014,Active,8.8941669
118798,2012,Active,8.8940954
40032,2012,Active,8.893899
98412,2012,Active,8.8938169
61352,2012,Inactive,8.893795
113396,2013,,8.893734
60795,2012,Active,8.8936195
119292,2013,Active,8.8935814
110361,2012,Active,8.8935308
71409,2012,Active,8.8934822
104702,2014,Active,8.8934555
53562,2014,Active,8.8932171
37153,2012,Active,8.8931942
17613,2014,,8.893034
59794,2012,Active,8.8928642
74808,2014,Active,8.8928175
125049,2014,Active,8.8928061
72702,2012,Active,8.8928051
38,2013,Active,8.8928032
24849,2013,Active,8.8924952
42862,2014,Active,8.8924513
34928,2012,,8.8924103
46687,2013,Active,8.8922539
69452,2013,Active,8.8921871
70393,2014,Active,8.8921824
118416,2013,Active,8.8920622
20890,2012,Active,8.8919601
106146,2013,Active,8.8919172
62098,2013,Active,8.8919067
51453,2014,Active,8.8918629
46376,2014,Active,8.8918343
121559,2012,,8.8918076
113030,2013,Active,8.8916121
114408,2014,Active,8.8915606
16897,2014,,8.8914967
69458,2012,Active,8.8914423
40162,2012,Active,8.8914299
50280,2014,Active,8.8913488
122633,2013,Active,8.8913021
58237,2012,Active,8.8912811
116644,2013,Active,8.891243
104589,2014,Active,8.8911304
23970,2014,,8.891077
52075,2012,Active,8.8910713
53086,2014,Active,8.8910389
91267,2012,Active,8.8910284
13690,2013,,8.8909998
85565,2014,Active,8.8909969
103091,2014,Active,8.8909855
105898,2014,,8.8908482
121181,2014,Active,8.8908443
45649,2013,Active,8.8907766
99476,2013,,8.8907442
71548,2014,Active,8.8907146
58017,2012,Active,8.8907042
64480,2014,Active,8.8906984
110438,2012,Active,8.8906879
37329,2013,Active,8.8903542
86162,2014,Active,8.890131
62586,2012,Active,8.8898582
112809,2014,Active,8.8897924
121811,2013,,8.8897905
59372,2012,Active,8.8895817
33043,2013,Active,8.8894281
60888,2013,Active,8.8894196
115807,2014,,8.8894053
115159,2013,Active,8.8893929
95528,2013,Active,8.8893156
130278,2012,,8.8892746
23290,2014,,8.8891201
108550,2013,Active,8.8890944
75513,2013,Active,8.8890018
99480,2014,Active,8.8889484
100866,2013,Active,8.8888979
112188,2012,Active,8.8888483
76793,2013,Active,8.8886986
56680,2014,Active,8.8886824
40315,2013,Active,8.8886251
100667,2013,Active,8.8885946
70300,2012,Active,8.888278
70184,2014,Active,8.8882351
57802,2013,,8.8881149
69458,2014,Active,8.8880987
102629,2014,Active,8.8878117
101015,2014,Active,8.8877935
17204,2013,Active,8.8877277
123422,2014,Active,8.887538
68172,2013,Active,8.8873339
103788,2014,Active,8.8873043
119182,2014,,8.8872786
124805,2014,Active,8.8871517
103130,2014,Active,8.8871012
103635,2014,Active,8.8870726
54712,2012,Active,8.8869705
36057,2013,Active,8.8869457
118188,2013,,8.8868608
99129,2013,Active,8.8867569
84163,2012,Active,8.8867207
118574,2013,Active,8.8866549
99080,2013,Active,8.8864574
62026,2012,Inactive,8.8863316
75028,2013,Active,8.8863297
58290,2014,Active,8.8860941
69023,2012,Active,8.8858681
52846,2014,Active,8.8856936
38352,2014,Active,8.8856249
46469,2012,Active,8.8854866
29746,2014,Active,8.885438
65071,2014,Active,8.8854313
75680,2014,,8.8854198
33428,2012,Active,8.8853102
130064,2014,,8.8851213
58622,2013,Active,8.8851166
84572,2013,Active,8.8850012
106595,2013,Active,8.8849936
31557,2013,Active,8.8849564
105980,2014,Active,8.8849392
92136,2013,,8.8848562
59003,2013,,8.8847609
88579,2013,Active,8.8846226
95197,2013,,8.8845978
112143,2012,,8.8842936
92037,2012,,8.8841534
27816,2013,Active,8.8841181
42083,2013,Active,8.8840866
56680,2013,Active,8.8840809
29762,2013,Active,8.8840322
69635,2013,Active,8.8840151
27982,2012,Active,8.883996
38842,2014,Active,8.8839474
92222,2012,Active,8.8838472
85856,2012,Active,8.883769
92858,2012,Active,8.8836441
112507,2013,Active,8.8835459
11957,2014,,8.8834925
65587,2014,Active,8.8833303
36432,2014,Active,8.8833218
94773,2014,Active,8.8830462
46704,2014,Active,8.8830357
117995,2012,Active,8.8830156
47743,2012,Active,8.8830147
48732,2013,Active,8.882844
35693,2014,Active,8.8828297
68938,2012,Active,8.8827839
26386,2014,Active,8.8827715
74929,2012,,8.8826656
45046,2014,Inactive,8.882637
122261,2014,Active,8.8825741
57235,2013,Active,8.882473
33369,2013,Active,8.8824673
42593,2013,Active,8.8823423
32287,2013,Inactive,8.8821878
28507,2013,Active,8.8821774
62585,2013,,8.8820581
66216,2014,Active,8.8820496
121859,2013,Active,8.8818846
52474,2012,Active,8.881835
89699,2012,,8.8817921
46977,2012,Active,8.8813581
76943,2012,Active,8.8813505
98722,2014,Active,8.8813047
66268,2014,Active,8.8812513
102389,2014,Active,8.8812456
120561,2014,Active,8.8811865
102751,2012,Active,8.8811827
115253,2014,Active,8.8811607
35041,2014,Active,8.8811369
129151,2014,,8.881135
112271,2014,,8.8810816
25118,2013,Active,8.8808403
117802,2014,Active,8.8807287
128695,2013,,8.8806953
6120,2012,,8.8806534
91029,2013,Active,8.8804617
52101,2014,Active,8.8804283
89915,2014,,8.8804007
30555,2014,Active,8.8803816
43412,2012,Active,8.880084
20376,2012,Active,8.8800764
130225,2014,,8.8800411
98376,2013,Active,8.8800316
43847,2014,,8.880003
28800,2014,Active,8.8798857
72702,2014,Active,8.8797731
38597,2014,Active,8.8796101
68944,2013,Active,8.8794079
124706,2013,,8.8793869
33230,2013,Active,8.8791161
59168,2013,Active,8.879055
119774,2014,,8.8790131
100866,2014,Active,8.8790121
93059,2012,Active,8.8789463
122564,2013,,8.8789091
112505,2014,Active,8.8789053
55546,2012,Active,8.8788795
31880,2014,Active,8.8788624
5626,2012,Active,8.8788261
106318,2014,Active,8.8787861
47478,2013,Active,8.8786354
53881,2013,,8.8785839
60084,2014,Active,8.8783464
29510,2014,,8.8783264
46100,2014,Active,8.8782444
